title,link,text,fund_name,action,target,stock_name,date
"Buy Cyient, target price Rs 1360: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-cyient-target-price-rs-1360-motilal-oswal-financial-services/articleshow/99659074.cms,"Cyient, incorporated in the year 1991, is a Mid Cap company (having a market cap of Rs 12737.69 Crore) operating in IT Software sector.",Motilal Oswal Financial Services,Buy,1360,Cyient,2023-04-21
"Buy ICICI Prudential Life Insurance Company, target price Rs 550: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-prudential-life-insurance-company-target-price-rs-550-motilal-oswal-financial-services/articleshow/99658720.cms,"ICICI Prudential Life Insurance Company, incorporated in the year 2000, is a Large Cap company (having a market cap of Rs 64145.90 Crore) operating in Financial Services sector.",Motilal Oswal Financial Services,Buy,550,ICICI Prudential Life Insurance Company,2023-04-21
"Hold Mastek, target price Rs 1880: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/hold-mastek-target-price-rs-1880-icici-direct/articleshow/99658181.cms,The brokerage expects revenues to grow at 12.8% CAGR in FY23-25E.,ICICI Direct,Hold,1880,Mastek,2023-04-21
"Hold HCL Technologies, target price Rs 1065: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/hold-hcl-technologies-target-price-rs-1065-icici-securities/articleshow/99657995.cms,"HCL Technologies, incorporated in the year 1991, is a Large Cap company (having a market cap of Rs 286617.31 Crore) operating in IT Software sector.",ICICI Securities,Hold,1065,HCL Technologies,2023-04-21
"Buy Tata Communications, target price Rs 1510: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tata-communications-target-price-rs-1510-icici-securities/articleshow/99657136.cms,The brokerage believes strong revenue growth will eventually drive operating leverage and margin improvement.,ICICI Securities,Buy,1510,Tata Communications,2023-04-21
"Buy Prestige Estates Projects, target price Rs 530: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-prestige-estates-projects-target-price-rs-530-icici-securities/articleshow/99656935.cms,"Prestige Estates Projects, incorporated in the year 1997, is a Mid Cap company (having a market cap of Rs 18064.83 Crore) operating in Real Estate sector.",ICICI Securities,Buy,530,Prestige Estates Projects,2023-04-21
"Buy Tech Mahindra, target price Rs 1050: Kotak Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tech-mahindra-target-price-rs-1050-kotak-securitiesnbsp/articleshow/99656676.cms,"Tech Mahindra, incorporated in the year 1986, is a Large Cap company (having a market cap of Rs 99538.39 Crore) operating in IT Software sector.",Kotak Securities,Buy,1050,Tech Mahindra,2023-04-21
"Buy Bajaj Auto, target price Rs 4450: Kotak Securities Limited",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bajaj-auto-target-price-rs-4450-kotak-securities-limited/articleshow/99656421.cms,"Bajaj Auto, incorporated in the year 2007, is a Large Cap company (having a market cap of Rs 121999.89 Crore) operating in Auto sector.",Kotak Securities Limited,Buy,4450,Bajaj Auto,2023-04-21
"Buy Tata Steel, target price Rs 112: Kotak Securities Limited",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tata-steel-target-price-rs-112-kotak-securities-limited/articleshow/99656094.cms,"Tata Steel, incorporated in the year 1907, is a Large Cap company (having a market cap of Rs 132013.30 Crore) operating in Metals - Ferrous sector.",Kotak Securities Limited,Buy,112,Tata Steel,2023-04-21
"Buy Axis Bank, target price Rs 895: Kotak Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-axis-bank-target-price-rs-895-kotak-securities-limited/articleshow/99655846.cms,"Axis Bank, incorporated in the year 1993, is a banking company (having a market cap of Rs 267301.52 Crore).",Kotak Securities,Buy,895,Axis Bank,2023-04-21
"Add Indian Oil Corporation, target price Rs 87: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-indian-oil-corporation-target-price-rs-87-hdfc-securities/articleshow/99634619.cms,"The average Brent price is down ~8% QoQ and ~18% YoY to USD 81.4/bbl in Q4, implying an improvement in petrol/diesel marketing margins for the OMCs during the quarter.",HDFC Securities,Add,87,Indian Oil Corporation,2023-04-20
"Add Reliance Industries, target price Rs 2674.: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-reliance-industries-target-price-rs-2674-hdfc-securities/articleshow/99634475.cms,"Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1585644.53 Crore) operating in Diversified sector.",HDFC Securities,Add,2674.,Reliance Industries,2023-04-20
"Hold Mastek, target price Rs 1740: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/hold-mastek-target-price-rs-1740-sharekhan-by-bnp-paribas/articleshow/99634154.cms,"Mastek, incorporated in the year 1982, is a Small Cap company (having a market cap of Rs 5488.36 Crore) operating in IT Software sector.",Sharekhan by BNP Paribas,Hold,1740,Mastek,2023-04-20
"Buy Schaeffler India, target price Rs 3328: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-schaeffler-india-target-price-rs-3328-sharekhan-by-bnp-paribas/articleshow/99634002.cms,"Schaeffler India, incorporated in the year 1962, is a Mid Cap company (having a market cap of Rs 43316.44 Crore) operating in Industrial Consumables sector.",Sharekhan by BNP Paribas,Buy,3328,Schaeffler India,2023-04-20
"Buy Safari Industries (India), target price Rs 2750: Anand Rathi",https://economictimes.indiatimes.com/markets/stocks/recos/buy-safari-industries-india-target-price-rs-2750-anand-rathi/articleshow/99633218.cms,"Safari Industries (India), incorporated in the year 1980, is a Small Cap company (having a market cap of Rs 1296.01 Crore) operating in Plastics sector.",Anand Rathi,Buy,2750,Safari Industries (India),2023-04-20
"Buy VIP Industries, target price Rs 850: Anand Rathi",https://economictimes.indiatimes.com/markets/stocks/recos/buy-vip-industries-target-price-rs-850-anand-rathi/articleshow/99632918.cms,"VIP Industries, incorporated in the year 1968, is a Mid Cap company (having a market cap of Rs 8357.66 Crore) operating in Plastics sector.",Anand Rathi,Buy,850,VIP Industries,2023-04-20
"Buy One97 Communications, target price Rs 865: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-one97-communications-target-price-rs-865-motilal-oswal-financial-services/articleshow/99632234.cms,"One97 Communications, incorporated in the year 2000, is a Small Cap company (having a market cap of Rs 42117.03 Crore) operating in Services sector.",Motilal Oswal Financial Services,Buy,865,One97 Communications,2023-04-20
"Hold ICICI Lombard General Insurance Company, target price Rs 1250: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/hold-icici-lombard-general-insurance-company-target-price-rs-1250-icici-direct/articleshow/99631349.cms,"ICICI Lombard General Insurance Company, incorporated in the year 2000, is a Large Cap company (having a market cap of Rs 53036.60 Crore) operating in Financial Services sector.",ICICI Direct,Hold,1250,ICICI Lombard General Insurance Company,2023-04-20
"Buy Ipca Laboratories, target price Rs 940: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ipca-laboratories-target-price-rs-940-icici-direct/articleshow/99630750.cms,"Ipca Laboratories, incorporated in the year 1949, is a Mid Cap company (having a market cap of Rs 20933.14 Crore) operating in Pharmaceuticals sector.",ICICI Direct,Buy,940,Ipca Laboratories,2023-04-20
"Buy Aditya Birla Capital, target price Rs 164.4 : ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-aditya-birla-capital-target-price-rs-164-4-icici-direct/articleshow/99630476.cms,"Aditya Birla Capital, incorporated in the year 2007, is a Large Cap company (having a market cap of Rs 39038.51 Crore) operating in NBFC sector.",ICICI Direct,Buy,,Aditya Birla Capital,2023-04-20
"Buy Sun Pharmaceutical Industries, target price Rs 1011.7 : ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-sun-pharmaceutical-industries-target-price-rs-1011-7-icici-direct/articleshow/99630341.cms,Price taking support at 61.8% retracement of recent up move and 50 day EMA signaling positive bias.,ICICI Direct,Buy,,Sun Pharmaceutical Industries,2023-04-20
"Buy Triveni Engineering & Industries, target price Rs 298: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/buy-triveni-engineering-amp-industries-target-price-rs-298-iifl/articleshow/99629553.cms,The stock has given a consolidation breakout.,IIFL,Buy,298,Triveni Engineering & Industries,2023-04-20
"Buy Elgi Equipments, target price Rs 535: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/buy-elgi-equipments-target-price-rs-535-iifl/articleshow/99629321.cms,"Elgi Equipments, incorporated in the year 1960, is a Mid Cap company (having a market cap of Rs 16159.19 Crore) operating in Electric/Electronics sector.",IIFL,Buy,535,Elgi Equipments,2023-04-20
"Buy Bharat Petroleum Corporation, target price Rs 353: IIFL",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-petroleum-corporation-target-price-rs-353-iifl/articleshow/99629234.cms,The stock has given a breakout above its previous swing high.,IIFL,Buy,353,Bharat Petroleum Corporation,2023-04-20
"Buy Hero MotoCorp, target price Rs 2959: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hero-motocorp-target-price-rs-2959-hdfc-securities/articleshow/99607113.cms,"Hero MotoCorp, incorporated in the year 1984, is a Large Cap company (having a market cap of Rs 48875.80 Crore) operating in Auto sector.",HDFC Securities,Buy,2959,Hero MotoCorp,2023-04-19
"Add Eicher Motors, target price Rs 3351: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-eicher-motors-target-price-rs-3351-hdfc-securities/articleshow/99607006.cms,Its consolidated performance is also expected to be boosted by improved performance at VECV – volumes up 46% QoQ.,HDFC Securities,Add,3351,Eicher Motors,2023-04-19
"Reduce Bajaj Auto, target price Rs 3857: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/reduce-bajaj-auto-target-price-rs-3857-hdfc-securities/articleshow/99606828.cms,"For Bajaj Auto (BAL), Q4 has been a relatively difficult quarter given: 1) 12% YoYdecline in volumes 2) sharp deterioration in exports mix to 40% of total from 44.7%in Q3FY23 and 60.2% in Q4FY22. The impact from this is likely to be partially offsetby improved domestic mix in favor of >125cc bikes and higher mix of 3Ws. Thecurrency (USD-INR) has largely remained stable.",HDFC Securities,Reduce,3857,Bajaj Auto,2023-04-19
"Add ITC, target price Rs 395: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-itc-target-price-rs-395-hdfc-securities/articleshow/99605917.cms,"Promoters held 0 per cent stake in the company as of 31-Mar-2023, while FIIs owned 43.35 per cent, DIIs 31.15 per cent.",HDFC Securities,Add,395,ITC,2023-04-19
"Reduce Hindustan Unilever, target price Rs 2450: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/reduce-hindustan-unilever-target-price-rs-2450-hdfc-securities/articleshow/99605694.cms,"Further, it models 26/11/8% YoY growth for Home Care, BPC and Food business.",HDFC Securities,Reduce,2450,Hindustan Unilever,2023-04-19
"Buy Angel One, target price Rs 1800: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-angel-one-target-price-rs-1800-hdfc-securities/articleshow/99605449.cms,"The brokerage maintains BUY rating with a revised target price of INR1,800 (15x Mar-25E EPS, rolling forward multiple from Sep-24E).",HDFC Securities,Buy,1800,Angel One,2023-04-19
"Buy Shriram Finance, target price Rs 1900: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-shriram-finance-target-price-rs-1900-jm-financial/articleshow/99605039.cms,"Shriram Finance, incorporated in the year 1979, is a Large Cap company (having a market cap of Rs 50663.75 Crore) operating in NBFC sector.JM Financial values SHF at 1.3x/8x FY25e P/BV and P/E to arrive at a target price of INR 1,900.",JM Financial,Buy,1900,Shriram Finance,2023-04-19
"Buy Devyani International, target price Rs 195.: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-devyani-international-target-price-rs-195-jm-financial/articleshow/99604236.cms,Valuation premium to peers is justified.,JM Financial,Buy,195.,Devyani International,2023-04-19
"Buy ICICI Lombard General Insurance Company, target price Rs 1400: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-lombard-general-insurance-company-target-price-rs-1400-motilal-oswal-financial-services/articleshow/99602839.cms,"ICICI Lombard General Insurance Company, incorporated in the year 2000, is a Large Cap company (having a market cap of Rs 53478.06 Crore) operating in Financial Services sector.",Motilal Oswal Financial Services,Buy,1400,ICICI Lombard General Insurance Company,2023-04-19
"Buy Granules India, target price Rs 340: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-granules-india-target-price-rs-340-icici-direct/articleshow/99602542.cms,"Granules’ share price has been in a corrective phase for past six months and underwent a healthy base formation in past 12 weeks, thus offering fresh entry opportunity with decent risk-reward setup.",ICICI Direct,Buy,340,Granules India,2023-04-19
"Buy Just Dial, target price Rs 870: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-just-dial-target-price-rs-870-icici-securities/articleshow/99601985.cms,".In view of the better-than-expected margin outlook, the brokerage increases its EPS estimates for FY24E/FY25E by 15%/9%.",ICICI Securities,Buy,870,Just Dial,2023-04-19
"Add Crisil, target price Rs 3550: Yes Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-crisil-target-price-rs-3550-yes-securities/articleshow/99601655.cms,Re-rating would be contingent on further sustenance of revenue growth and resumption of upward margin trajectory.,Yes Securities,Add,3550,Crisil,2023-04-19
"Buy Havells India, target price Rs 1225.5 : ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-havells-india-target-price-rs-1225-5-icici-direct/articleshow/99601528.cms,Price breakout above a falling supply line joining highs since December 2022 signalling resumption of the up move.,ICICI Direct,Buy,,Havells India,2023-04-19
"Add ICICI Lombard General Insurance Company, target price Rs 1245.: Yes Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-icici-lombard-general-insurance-company-target-price-rs-1245-yes-securities/articleshow/99601342.cms,"ICICI Lombard General Insurance Company, incorporated in the year 2000, is a Large Cap company (having a market cap of Rs 55530.84 Crore) operating in Financial Services sector.",Yes Securities,Add,1245.,ICICI Lombard General Insurance Company,2023-04-19
"Buy Ircon International, target price Rs 69: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ircon-international-target-price-rs-69-hdfc-securities/articleshow/99601234.cms,Breakout from symmetrical triangle on the daily chart with jump in volumes.,HDFC Securities,Buy,69,Ircon International,2023-04-19
"Buy Bank of Baroda, target price Rs 202: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bank-of-baroda-target-price-rs-202-hdfc-securities/articleshow/99601117.cms,"Stock price is placed above all important moving averages, indicating bullish trend on all time frames.",HDFC Securities,Buy,202,Bank of Baroda,2023-04-19
"Buy Saregama India, target price Rs 450: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-saregama-india-target-price-rs-450-jm-financial/articleshow/99578570.cms,"Promoters held 58.49 per cent stake in the company as of 31-Dec-2022, while FIIs owned 17.47 per cent, DIIs 2.65 per cent.",JM Financial,Buy,450,Saregama India,2023-04-18
"Buy PVR, target price Rs 2155: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-pvr-target-price-rs-2155-jm-financial/articleshow/99578489.cms,"PVR, incorporated in the year 1995, is a Mid Cap company (having a market cap of Rs 15047.78 Crore) operating in Media & Entertainment sector.",JM Financial,Buy,2155,PVR,2023-04-18
"Buy Zee Entertainment Enterprises, target price Rs 300: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-zee-entertainment-enterprises-target-price-rs-300-jm-financial/articleshow/99578318.cms,"Release of Thinuvu (Tamil), Mr Chaterjee Vs Norway and other regional releases during the quarter should help improve other sales & services revenue sequentially .",JM Financial,Buy,300,Zee Entertainment Enterprises,2023-04-18
"Buy Sun TV Network, target price Rs 720: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-sun-tv-network-target-price-rs-720-jm-financial/articleshow/99578143.cms,"Sun TV Network, incorporated in the year 1985, is a Mid Cap company (having a market cap of Rs 16697.37 Crore) operating in Media & Entertainment sector.",JM Financial,Buy,720,Sun TV Network,2023-04-18
"Buy Akzo Nobel India, target price Rs 2800: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-akzo-nobel-india-target-price-rs-2800-icici-securities/articleshow/99577864.cms,"Akzo Nobel India, incorporated in the year 1954, is a Mid Cap company (having a market cap of Rs 10536.21 Crore) operating in Building Materials sector.",ICICI Securities,Buy,2800,Akzo Nobel India,2023-04-18
"Reduce Asian Paints, target price Rs 2650: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/reduce-asian-paints-target-price-rs-2650-icici-securities/articleshow/99577662.cms,"Asian Paints, incorporated in the year 1945, is a Large Cap company (having a market cap of Rs 271740.73 Crore) operating in Building Materials sector.",ICICI Securities,Reduce,2650,Asian Paints,2023-04-18
"Buy Mahindra Logistics, target price Rs 502: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-logistics-target-price-rs-502-sharekhan-by-bnp-paribas/articleshow/99576980.cms,"Promoters held 58.1 per cent stake in the company as of 31-Dec-2022, while FIIs owned 15.55 per cent, DIIs 15.46 per cent.",Sharekhan by BNP Paribas,Buy,502,Mahindra Logistics,2023-04-18
"Buy UTI Asset Management Company, target price Rs 900: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-uti-asset-management-company-target-price-rs-900-jm-financial/articleshow/99576544.cms,"Promoters held 0per cent stake in the company as of 31-Mar-2023, while FIIs owned 6.06 per cent, DIIs 25.1 per cent.",JM Financial,Buy,900,UTI Asset Management Company,2023-04-18
"Buy HDFC Asset Management Company, target price Rs 2200: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hdfc-asset-management-company-target-price-rs-2200-jm-financial/articleshow/99576385.cms,"Equity AUM market share for HDFC AMC witnessed an improvement to 12.2% (+75bps YoY, +11bps MoM).",JM Financial,Buy,2200,HDFC Asset Management Company,2023-04-18
"Buy Oberoi Realty, target price Rs 1100: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-oberoi-realty-target-price-rs-1100-motilal-oswal-financial-services/articleshow/99576067.cms,"Oberoi Realty, incorporated in the year 1998, is a Large Cap company (having a market cap of Rs 34045.90 Crore) operating in Real Estate sector.",Motilal Oswal Financial Services,Buy,1100,Oberoi Realty,2023-04-18
"Buy Godrej Properties, target price Rs 1575: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-godrej-properties-target-price-rs-1575-motilal-oswal-financial-services/articleshow/99575823.cms,"Promoters held 58.48 per cent stake in the company as of 31-Mar-2023, while FIIs owned 27.09 per cent, DIIs 4.54 per cent.",Motilal Oswal Financial Services,Buy,1575,Godrej Properties,2023-04-18
"Buy Macrotech Developers, target price Rs 1245: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-macrotech-developers-target-price-rs-1245-motilal-oswal-financial-services/articleshow/99574928.cms,"Macrotech Developers, incorporated in the year 1995, is a Small Cap company (having a market cap of Rs 45748.26 Crore) operating in Real Estate sector.",Motilal Oswal Financial Services,Buy,1245,Macrotech Developers,2023-04-18
"Buy Indian Hotels Company, target price Rs 336.5 : ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indian-hotels-company-target-price-rs-336-5-icici-direct/articleshow/99574710.cms,"Indian Hotels Company, incorporated in the year 1902, is a Mid Cap company (having a market cap of Rs 47256.72 Crore) operating in Tourism & Hospitality sector.",ICICI Direct,Buy,,Indian Hotels Company,2023-04-18
"Buy Bank of Baroda, target price Rs 178.9 : ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bank-of-baroda-target-price-rs-178-9-icici-direct/articleshow/99574444.cms,Price breaking above last one months range signalling continuation of the up move.,ICICI Direct,Buy,,Bank of Baroda,2023-04-18
"Buy GAIL (India), target price Rs 119: Religare Broking",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gail-india-target-price-rs-119-religare-broking/articleshow/99573952.cms,"GAIL (India), incorporated in the year 1984, is a Large Cap company (having a market cap of Rs 72227.47 Crore) operating in Gas & Petroleum sector.",Religare Broking,Buy,119,GAIL (India),2023-04-18
"Buy Coal India, target price Rs 245: Religare Broking",https://economictimes.indiatimes.com/markets/stocks/recos/buy-coal-india-target-price-rs-245-religare-broking/articleshow/99573849.cms,"Coal India, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 141496.24 Crore) operating in Mining sector.",Religare Broking,Buy,245,Coal India,2023-04-18
"Buy Aditya Birla Capital, target price Rs 184: Religare Broking",https://economictimes.indiatimes.com/markets/stocks/recos/buy-aditya-birla-capital-target-price-rs-184-religare-broking/articleshow/99573732.cms,"Aditya Birla Capital, incorporated in the year 2007, is a Large Cap company (having a market cap of Rs 39795.34 Crore) operating in NBFC sector.",Religare Broking,Buy,184,Aditya Birla Capital,2023-04-18
"Buy HDFC Bank, target price Rs 1950: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hdfc-bank-target-price-rs-1950-motilal-oswal-financial-services/articleshow/99552730.cms,"The brokerage upholds its earnings projection and estimate HDFCB to deliver a ~19% PAT CAGR over FY23-25, with RoA/RoE of 2.0%/17.7% in FY25.",Motilal Oswal Financial Services,Buy,1950,HDFC Bank,2023-04-17
"Buy Bharti Airtel, target price Rs 950: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharti-airtel-target-price-rs-950-motilal-oswal-financial-services/articleshow/99552558.cms,"Bharti Airtel, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 452918.31 Crore) operating in Telecommunications sector.",Motilal Oswal Financial Services,Buy,950,Bharti Airtel,2023-04-17
"Buy Infosys, target price Rs 1520: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-infosys-target-price-rs-1520-motilal-oswal-financial-services/articleshow/99552306.cms,"Infosys, incorporated in the year 1981, is a Large Cap company (having a market cap of Rs 518007.32 Crore) operating in IT Software sector.",Motilal Oswal Financial Services,Buy,1520,Infosys,2023-04-17
"Buy HDFC Bank, target price Rs 1920: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hdfc-bank-target-price-rs-1920-sharekhan-by-bnp-paribas/articleshow/99552095.cms,"HDFC Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 927130.06 Crore).",Sharekhan by BNP Paribas,Buy,1920,HDFC Bank,2023-04-17
"Hold Infosys, target price Rs 1500: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/hold-infosys-target-price-rs-1500-sharekhan-by-bnp-paribas/articleshow/99551778.cms,"Infosys, incorporated in the year 1981, is a Large Cap company (having a market cap of Rs 518007.32 Crore) operating in IT Software sector.",Sharekhan by BNP Paribas,Hold,1500,Infosys,2023-04-17
"Buy HDFC Bank, target price Rs 1840: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hdfc-bank-target-price-rs-1840-jm-financial/articleshow/99550894.cms,The brokerage expects some moderation in ROEs post the merger and await details on regulatory dispensation.,JM Financial,Buy,1840,HDFC Bank,2023-04-17
"Buy Zomato, target price Rs 70: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-zomato-target-price-rs-70-motilal-oswal-financial-services/articleshow/99550218.cms,"Zomato, incorporated in the year 2010, is a Small Cap company (having a market cap of Rs 45495.28 Crore) operating in Services sector.",Motilal Oswal Financial Services,Buy,70,Zomato,2023-04-17
"Sell Mazagon Dock Shipbuilders, target price Rs 600: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/sell-mazagon-dock-shipbuilders-target-price-rs-600-icici-securities/articleshow/99550027.cms,"Mazagon Dock Shipbuilders., incorporated in the year 1934, is a Small Cap company (having a market cap of Rs 14219.15 Crore) operating in Defence sector.",ICICI Securities,Sell,600,Mazagon Dock Shipbuilders,2023-04-17
"Buy Bharat Dynamics, target price Rs 1175: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-dynamics-target-price-rs-1175-icici-securities/articleshow/99549509.cms,"Bharat Dynamics., incorporated in the year 1970, is a Mid Cap company (having a market cap of Rs 18070.61 Crore) operating in Defence sector.",ICICI Securities,Buy,1175,Bharat Dynamics,2023-04-17
"Buy Bharat Electronics, target price Rs 125: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-electronics-target-price-rs-125-icici-securities/articleshow/99549243.cms,"Bharat Electronics, incorporated in the year 1954, is a Large Cap company (having a market cap of Rs 73682.57 Crore) operating in Defence sector.",ICICI Securities,Buy,125,Bharat Electronics,2023-04-17
"Buy Axis Bank, target price Rs 1100: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-axis-bank-target-price-rs-1100-icici-direct/articleshow/99548785.cms,"Strong liabilities franchise, adequate capitalisation and healthy provision buffer to aid business growth as well as earnings trajectory.",ICICI Direct,Buy,1100,Axis Bank,2023-04-17
"Buy HDFC Bank, target price Rs 1970: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hdfc-bank-target-price-rs-1970-icici-direct/articleshow/99548636.cms,"HDFC Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 929361.96 Crore).",ICICI Direct,Buy,1970,HDFC Bank,2023-04-17
"Buy Infosys, target price Rs 1600: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-infosys-target-price-rs-1600-icici-direct/articleshow/99548453.cms,"Promoters held 15.11 per cent stake in the company as of 31-Dec-2022, while FIIs owned 36.29 per cent, DIIs 32.38 per cent.",ICICI Direct,Buy,1600,Infosys,2023-04-17
"Buy Gujarat State Fertilizer & Chemicals, target price Rs 140: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gujarat-state-fertilizer-amp-chemicals-target-price-rs-140-prabhudas-lilladher/articleshow/99548118.cms,"Promoters held 37.84 per cent stake in the company as of 31-Mar-2023, while FIIs owned 21.36 per cent, DIIs 1.62 per cent.",Prabhudas Lilladher,Buy,140,Gujarat State Fertilizer & Chemicals,2023-04-17
"Buy Tata Steel, target price Rs 108.4: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tata-steel-target-price-rs-108-4-icici-direct/articleshow/99547933.cms,"Tata Steel, incorporated in the year 1907, is a Large Cap company (having a market cap of Rs 131402.12 Crore) operating in Metals - Ferrous sector.",ICICI Direct,Buy,108.4,Tata Steel,2023-04-17
"Buy Oil And Natural Gas Corporation, target price Rs 160.4: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-oil-and-natural-gas-corporation-target-price-rs-160-4-icici-direct/articleshow/99547806.cms,Price sustaining above the recent supply line breakout area as buying demand emerged from the 50 days EMA signalling positive bias.,ICICI Direct,Buy,160.4,Oil And Natural Gas Corporation,2023-04-17
"Buy Housing Development Finance Corporation, target price Rs 2910: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-housing-development-finance-corporation-target-price-rs-2910-motilal-oswal-financial-services/articleshow/99547503.cms,"Promoters held 25.59 per cent stake in the company as of 31-Mar-2023, while FIIs owned 66.2 per cent, DIIs 22.35 per cent.",Motilal Oswal Financial Services,Buy,2910,Housing Development Finance Corporation,2023-04-17
"Buy Polycab India, target price Rs 3223: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-polycab-india-target-price-rs-3223-motilal-oswal-financial-services/articleshow/99546646.cms,"Polycab India, incorporated in the year 1996, is a Mid Cap company (having a market cap of Rs 46173.29 Crore) operating in Consumer Durables sector.",Motilal Oswal Financial Services,Buy,3223,Polycab India,2023-04-17
