todaymin,todaymax,todaynow,52min,52max,52now,price_change,Open,Prev. Close,Volume,Total traded value,Upper Circuit,Lower Circuit,Market Cap,ROE,P/E Ratio(TTM),EPS(TTM),P/B Ratio,Dividend Yield,Industry P/E,Book Value,Debt to Equity,Face Value,Parent Organisation,Founded,Managing Director,Symbol,name
459.45,473.85,467.85,282,510,467.85,+4.20 (0.91%) 1D,468.90,463.65,"1,71,992",8.05 Cr,556.35,370.95,"₹1,844Cr",13.51%,4.33,107.12,1.69,1.62%,NA,317.24,0.05,10,Andhra Paper Limited,1964,Shri. Saurabh Bangur,ANDHRAPAP,Andhra Paper Ltd.
377.55,386.3,385.15,340.55,524,385.15,+6.25 (1.65%) 1D,379.75,378.90,"1,70,057",6.55 Cr,454.65,303.15,"₹16,715Cr",43.71%,19.68,19.25,8.05,2.11%,55.33,52.87,0.04,1,Emami Limited,1983,Shri. Harsha Agarwal,EMAMILTD,Emami Ltd.
1276.6,1298.95,1285.05,1061.77,1427.5,1285.05,+1.00 (0.08%) 1D,"1,284.05","1,284.05","20,363",2.62 Cr,"1,540.85","1,027.25","₹16,168Cr",22.77%,26.74,48.01,5.09,0.55%,25.53,280.32,0.01,2,Ajanta Pharma Limited,1979,Mr. Rajesh Agrawal,AJANTPHARM,Ajanta Pharma Ltd.
584.65,599.5,590.6,502,802.3,590.6,+5.95 (1.02%) 1D,585.40,584.65,"4,83,058",28.53 Cr,701.55,467.75,"₹10,668Cr",4.05%,27.45,21.30,2.50,0.94%,25.53,250.40,0.02,2,Natco Pharma Limited,1981,Shri. V. Nannapaneni,NATCOPHARM,Natco Pharma Ltd.
6588.95,6765.55,6749.2,6530,9804.11,6749.2,+169.20 (2.57%) 1D,"6,588.95","6,580.00","94,416",63.72 Cr,"7,238.00","5,922.00","₹19,420Cr",11.30%,37.79,174.10,4.16,0.38%,16.83,1582.94,0.01,10,Atul Limited,1975,Mr. Sunil Lalbhai,ATUL,Atul Ltd.
652.2,662,659.95,595,908,659.95,+4.60 (0.70%) 1D,656.10,655.35,"78,244",5.16 Cr,786.40,524.30,"₹8,322Cr",11.70%,18.89,34.69,2.15,3.20%,21.41,304.60,0.03,10,Uti Asset Management Company Limited,2002,Mr. Imtaiyazur Rahman,UTIAMC,UTI Asset Management Company Ltd.
76.1,77.75,77.3,33.5,96.4,77.3,+1.55 (2.05%) 1D,76.45,75.75,"67,69,911",52.33 Cr,90.90,60.60,"₹51,773Cr",7.77%,7.13,10.62,0.73,2.51%,9.15,112.34,0.76,10,Union Bank of India,1919,Ms. A. Manimekhalai,UNIONBANK,Union Bank of India
3758.05,3839.8,3811.7,3308.2,4682.75,3811.7,+19.30 (0.51%) 1D,"3,780.00","3,792.40","73,988",28.20 Cr,"4,171.60","3,413.20","₹48,894Cr",112.73%,61.09,62.08,2.83,0.40%,NA,1103.72,0.01,10,Info Edge (India) Limited,1995,Mr. Hitesh Oberoi,NAUKRI,Info Edge (India) Ltd.
535.7,544,537.65,445.55,811,537.65,+3.65 (0.68%) 1D,535.70,534.00,"71,541",3.85 Cr,640.80,427.20,"₹2,083Cr",9.25%,58.52,9.13,5.51,NA,38.35,100.92,0.09,10,Paras Defence And Space Technologies,2009,Mr. Munjal Shah,PARAS,Paras Defence And Space Technologies Ltd.
434.3,447.5,440.05,348,549,440.05,+4.70 (1.08%) 1D,436.95,435.35,"1,86,544",8.21 Cr,522.40,348.30,"₹2,275Cr",22.19%,48.65,8.21,27.68,NA,12.61,21.37,0.07,2,Dreamfolks Services,2008,Ms. Liberatha Kallat,DREAMFOLKS,Dreamfolks Services Ltd.
2384.05,2488.75,2468.35,2027.95,3069,2468.35,+68.40 (2.85%) 1D,"2,395.00","2,399.95","6,831",1.69 Cr,"2,879.90","1,920.00","₹2,073Cr",14.02%,27.90,86.02,2.77,0.83%,27.63,885.23,0.00,10,VST Tillers Tractors Limited,1967,Mr. V. Ravindra,VSTTILLERS,V.S.T. Tillers Tractors Ltd.
68.1,69.4,68.75,60.1,103.4,68.75,+0.80 (1.18%) 1D,68.45,67.95,"1,73,586",1.19 Cr,81.50,54.40,₹682Cr,-22.62%,NA,NA,33.02,NA,21.41,2.55,NA,1,Tracxn Technologies Ltd,2012,Ms. Neha Singh,TRACXN,Tracxn Technologies Ltd.
434.05,441.95,440,416.05,597,440,+4.55 (1.04%) 1D,438.95,435.45,"4,782",0.21 Cr,478.95,391.90,"₹4,959Cr",16.11%,104.50,4.17,5.32,NA,NA,93.47,1.38,10,Keystone Realtors,1995,Mr. Boman Irani,RUSTOMJEE,Keystone Realtors Ltd
773.65,792.7,787.3,628.75,860.55,787.3,+8.00 (1.03%) 1D,779.30,779.30,"16,30,478",128 Cr,857.20,701.40,"₹4,49,768Cr",6.78%,60.46,12.89,6.43,0.38%,21.17,133.27,3.00,5,Bharti Airtel Limited,1995,Mr. Gopal Vittal,BHARTIARTL,Bharti Airtel Ltd.
189,191,189.8,182.5,270.9,189.8,+0.85 (0.45%) 1D,189.00,188.95,"2,71,186",5.15 Cr,226.70,151.20,"₹3,674Cr",5.37%,39.95,4.73,2.12,1.32%,16.83,88.96,0.08,1,Rallis India Limited,1948,Mr. Sanjiv Lal,RALLIS,Rallis India Ltd.
49.05,50.15,50.15,35.75,70.43,50.15,+0.70 (1.42%) 1D,49.90,49.45,"13,908",0.07 Cr,59.30,39.60,₹288Cr,9.82%,9.04,5.47,1.12,2.78%,10.31,45.00,1.01,10,GPT Infraprojects Limited,1980,Mr. Gopa Tantia,GPTINFRA,GPT Infraprojects Ltd.
2742.05,2839.5,2812.05,1666.25,2855.3,2812.05,+53.80 (1.95%) 1D,"2,760.00","2,758.25","2,84,194",79.92 Cr,"3,309.90","2,206.60","₹35,037Cr",20.99%,40.49,68.13,7.96,0.94%,16.83,346.49,0.01,2,The Supreme Industries Limited,1942,Shri. Mahavirprasad Taparia,SUPREMEIND,Supreme Industries Ltd.
356.35,365,358.75,167.1,365,358.75,+3.40 (0.96%) 1D,357.95,355.35,"32,64,654",117 Cr,390.85,319.85,"₹22,568Cr",5.51%,28.55,12.45,1.92,0.91%,34.74,177.82,0.63,1,Apollo Tyres Limited,1972,Mr. Neeraj Kanwar,APOLLOTYRE,Apollo Tyres Ltd.
1433.6,1459.7,1439.1,859.05,1615,1439.1,+0.85 (0.06%) 1D,"1,450.00","1,438.25","1,10,608",15.92 Cr,"1,725.90","1,150.60","₹13,852Cr",17.63%,55.14,26.09,13.61,0.70%,NA,108.54,0.76,2,Blue Star Limited,1949,Mr. Vir Advani,BLUESTARCO,Blue Star Ltd.
1175,1207,1201.9,761.1,1269.05,1201.9,+14.95 (1.26%) 1D,"1,186.90","1,186.95","54,332",6.53 Cr,"1,424.30",949.60,"₹2,012Cr",21.16%,23.49,50.53,6.36,NA,NA,213.15,0.24,5,Stylam Industries Limited,1991,Mr. Jagdish Gupta,STYLAMIND,Stylam Industries Ltd.
688,697.9,689.5,536.35,1052.85,689.5,+0.85 (0.12%) 1D,692.30,688.65,"34,901",2.41 Cr,826.35,550.95,"₹3,798Cr",12.47%,35.55,19.37,4.14,0.07%,16.83,166.22,0.20,2,Rossari Biotech Limited,2009,Mr. Sunil Chari,ROSSARI,Rossari Biotech Ltd.
263.1,266.5,264.55,219.75,325,264.55,+1.25 (0.47%) 1D,263.60,263.30,"6,82,915",18.07 Cr,315.95,210.65,"₹19,878Cr",9.03%,37.88,6.95,3.22,NA,41.88,92.03,0.18,10,Fortis Healthcare Limited,1996,Dr. Ashutosh Raghuvanshi,FORTIS,Fortis Healthcare Ltd.
157.45,161.5,158.4,102,200.9,158.4,+1.75 (1.12%) 1D,158.50,156.65,"2,91,782",4.62 Cr,187.95,125.35,"₹2,250Cr",12.24%,17.92,8.74,2.93,1.21%,34.74,57.07,0.01,1,Gabriel India Limited,1961,Mr. Manoj Kolhatkar,GABRIEL,Gabriel India Ltd.
238.05,245.55,243,198,312,243,+2.35 (0.98%) 1D,238.25,240.65,"5,369",0.13 Cr,288.75,192.55,₹867Cr,8.49%,12.13,19.55,0.91,2.95%,31.51,257.51,0.15,10,IFGL Refractories Limited,2007,Mr. James Mcintosh,IFGLEXPOR,IFGL Refractories Ltd.
730.25,742,736.5,520.05,783.5,736.5,+4.05 (0.55%) 1D,733.95,732.45,"11,01,133",81.10 Cr,805.65,659.20,"₹1,76,044Cr",36.24%,48.06,15.24,2.61,2.37%,12.27,258.08,1.25,1,JSW Steel Limited,1994,Mr. Sajjan Jindal,JSWSTEEL,JSW Steel Ltd.
388.7,419,409.2,169,419,409.2,+22.35 (5.78%) 1D,388.70,386.85,"6,05,079",24.76 Cr,464.20,309.50,"₹1,675Cr",4.08%,17.31,22.34,2.28,0.26%,12.05,178.57,0.33,2,Sanghvi Movers Limited,1989,Mr. Rishi Sanghvi,SANGHVIMOV,Sanghvi Movers Ltd.
1430,1460,1439.5,1111,2336,1439.5,+9.10 (0.64%) 1D,"1,450.00","1,430.40","43,690",6.29 Cr,"1,716.45","1,144.35","₹4,301Cr",29.34%,23.31,61.37,3.28,0.62%,20.90,466.46,0.29,2,Lux Industries Limited,1995,Mr. Pradip Todi,LUXIND,Lux Industries Ltd.
1045,1060,1057,906.6,1824.68,1057,+9.65 (0.92%) 1D,"1,045.00","1,047.35","4,372",0.46 Cr,"1,256.80",837.90,"₹10,219Cr",16.87%,49.48,21.17,7.34,NA,14.60,152.89,0.33,5,Sheela Foam Limited,1971,Mr. Rahul Gautam,SFL,Sheela Foam Ltd.
154.2,157.1,156.45,125.8,214,156.45,+0.95 (0.61%) 1D,155.50,155.50,"34,75,212",54.37 Cr,171.05,139.95,"₹13,827Cr",50.31%,45.73,3.40,19.81,1.29%,21.41,8.41,0.02,1,Indian Energy Exchange Limited,2007,Mr. Satyanarayan Goel,IEX,Indian Energy Exchange Ltd.
82.9,84.5,83.5,65.2,85.8,83.5,+0.80 (0.97%) 1D,83.10,82.70,"1,30,77,468",109 Cr,90.95,74.45,"₹1,16,783Cr",20.46%,18.51,4.47,0.85,10.16%,6.09,92.21,1.26,10,Indian Oil Corporation Limited,1959,NA,IOC,Indian Oil Corporation Ltd.
47.49,50,49.28,37.41,112.65,49.28,+0.60 (1.23%) 1D,48.68,48.68,"87,360",0.43 Cr,58.41,38.95,₹610Cr,2.93%,114.39,-0.00,2.71,0.02%,20.68,19.24,1.60,2,Trucap Finance,1994,Mr. Rohanjeet Juneja,540268,TruCap Finance Ltd.
516.05,523.2,521.6,319,528,521.6,+0.85 (0.16%) 1D,521.00,520.75,"3,65,318",19.05 Cr,572.80,468.70,"₹52,711Cr",14.95%,25.73,22.93,3.14,0.48%,25.53,164.67,0.15,1,Zydus Lifesciences,1995,Dr. Sharvil Patel,ZYDUSLIFE,Zydus Lifesciences Ltd.
3639.25,3687.25,3685.45,2883.25,3687.25,3685.45,+38.65 (1.06%) 1D,"3,650.00","3,646.80","86,548",31.90 Cr,"4,011.45","3,282.15","₹31,514Cr",24.81%,17.47,208.71,4.22,6.17%,69.80,863.33,0.01,5,Oracle Financial Services Software Limited,1989,Mr. Chaitanya Kamat,OFSS,Oracle Financial Services Software Ltd.
93.7,96.2,94.95,50.6,96.2,94.95,+1.65 (1.77%) 1D,94.70,93.30,"10,07,799",9.57 Cr,111.95,74.65,"₹1,666Cr",11.09%,30.69,3.04,3.09,0.52%,44.01,30.18,0.40,1,Oriental Hotels Limited,1970,Mr. Pramod Ranjan,ORIENTHOT,Oriental Hotels Ltd.
13.6,14.1,13.8,12.25,20.35,13.8,+0.20 (1.47%) 1D,13.75,13.60,"32,48,901",4.48 Cr,16.30,10.90,"₹2,407Cr",1.57%,36.76,0.37,0.58,NA,NA,23.63,0.00,2,Hathway Cable & Datacom Limited,1959,Mr. Rajan Gupta,HATHWAY,Hathway Cable & Datacom Ltd.
744.7,756.5,752.25,575.65,809.8,752.25,+4.35 (0.58%) 1D,750.00,747.90,"98,119",7.38 Cr,822.65,673.15,"₹17,672Cr",14.27%,58.62,12.76,2.67,0.40%,31.51,281.96,0.73,1,Ramco Cements Limited,1957,Shri. P.R. Raja,RAMCOCEM,The Ramco Cements Ltd.
13914.7,14138.9,14036.95,12801,15500,14036.95,+95.35 (0.68%) 1D,"13,919.95","13,941.60","2,069",2.90 Cr,"16,729.90","11,153.30","₹45,255Cr",79.31%,89.22,156.27,61.36,1.04%,55.33,273.87,0.01,10,Procter & Gamble Hygiene & Health Care Limited,1964,Mr. L. V. Vaidyanathan,PGHH,Procter & Gamble Hygiene & Health Care Ltd.
130.45,133.7,130.7,98.2,192.35,130.7,+0.90 (0.69%) 1D,130.50,129.80,"97,514",1.27 Cr,155.75,103.85,₹881Cr,5.04%,10.56,12.29,0.91,0.53%,10.31,151.55,0.39,10,Capacite Infraprojects Limited,2012,Mr. Rahul Katyal,CAPACITE,Capacite Infraprojects Ltd.
125.25,130.4,129.6,80,165,129.6,+2.60 (2.05%) 1D,127.00,127.00,"6,28,865",8.15 Cr,152.40,101.60,"₹1,991Cr",0.32%,287.43,-0.23,0.36,0.10%,38.79,354.25,0.37,2,Dishman Carbogen Amcis Limited,2007,Mr. Arpit Vyas,DCAL,Dishman Carbogen Amcis Ltd.
3532,3596.9,3566,2150.1,3596.9,3566,+25.10 (0.71%) 1D,"3,543.00","3,540.90","2,79,296",99.60 Cr,"3,894.95","3,186.85","₹1,26,099Cr",11.49%,71.87,41.45,10.86,0.28%,16.92,326.02,0.02,2,Siemens Limited,1957,Mr. Sunil Mathur,SIEMENS,Siemens Ltd.
283.2,290.05,285.05,234.1,402,285.05,+1.90 (0.67%) 1D,283.20,283.15,"9,625",0.27 Cr,339.75,226.55,₹779Cr,11.02%,40.98,6.91,1.05,0.53%,31.51,268.97,0.80,10,Mangalam Cement Limited,1976,NA,MANGLMCEM,Mangalam Cement Ltd.
549.3,559,555.9,285.95,663.95,555.9,+9.05 (1.65%) 1D,549.80,546.85,"59,119",3.29 Cr,656.20,437.50,"₹3,612Cr",19.97%,4.58,119.35,2.14,1.10%,NA,308.62,0.16,2,West Coast Paper Mills Limited,1955,Shri. Virendraa Bangur,WSTCSTPAPR,West Coast Paper Mills Ltd.
501.55,512,503.85,416,866,503.85,+2.40 (0.48%) 1D,501.55,501.45,"41,896",2.11 Cr,601.70,401.20,"₹3,095Cr",-0.93%,631.58,0.79,4.98,NA,20.90,103.14,0.76,2,TCNS Clothing Co Limited,1997,Mr. Anant Daga,TCNSBRANDS,TCNS Clothing Co. Ltd.
1720.1,1754.45,1751.75,1272.64,1839.5,1751.75,+15.85 (0.91%) 1D,"1,729.30","1,735.90","4,50,074",78.84 Cr,"1,909.45","1,562.35","₹1,13,951Cr",9.96%,13.86,118.93,1.51,0.29%,31.51,1164.70,1.15,2,Grasim Industries Limited,1947,NA,GRASIM,Grasim Industries Ltd.
413.1,426.7,425,168,462.4,425,+7.15 (1.71%) 1D,420.00,417.85,"11,46,013",48.71 Cr,501.40,334.30,"₹15,852Cr",13.82%,24.35,20.35,3.11,0.60%,34.74,134.41,0.19,10,Mahindra CIE Automotive Limited,1999,NA,MAHINDCIE,Mahindra CIE Automotive Ltd.
170.1,171.95,170.5,97.1,180,170.5,+1.40 (0.83%) 1D,171.05,169.10,"1,04,048",1.77 Cr,202.90,135.30,"₹2,656Cr",8.72%,44.69,3.78,3.55,NA,16.83,47.77,1.01,1,Camlin Fine Sciences Limited,1993,Mr. Ashish Dandekar,CAMLINFINE,Camlin Fine Sciences Ltd.
565.7,573.85,570.95,315.2,608,570.95,+6.95 (1.23%) 1D,569.30,564.00,"96,640",5.52 Cr,676.80,451.20,"₹7,503Cr",17.48%,31.77,17.75,6.00,0.71%,24.69,100.92,0.61,2,CCL Products India Limited,1961,Mr. Challa Srishant,CCL,CCL Products (India) Ltd.
682,691.95,686.3,539,699,686.3,+1.50 (0.22%) 1D,683.95,684.80,"5,64,824",38.76 Cr,753.25,616.35,"₹45,664Cr",15.44%,31.60,21.67,4.16,0.07%,9.15,164.64,0.57,10,AU Small Finance Bank Limited,1996,Mr. Sanjay Agarwal,AUBANK,AU Small Finance Bank Ltd.
11000,11310,11174.9,8200,14200,11174.9,+122.60 (1.11%) 1D,"11,088.30","11,052.30","6,718",7.51 Cr,"13,262.75","8,841.85","₹11,807Cr",9.60%,31.68,348.82,5.93,0.36%,27.63,1990.67,NA,10,Lakshmi Machine Works Limited,1962,Sri. Sanjay Jayavarthanavelu,LAXMIMACH,Lakshmi Machine Works Ltd.
14.75,15.25,14.95,12.25,18.65,14.95,+0.30 (2.05%) 1D,14.90,14.65,"11,39,007",1.70 Cr,17.55,11.75,₹941Cr,5.93%,5.72,2.56,0.42,2.14%,13.10,36.90,2.38,10,PTC India Financial Services Limited,2006,Dr. Pawan Singh,PFS,PTC India Financial Services Ltd.
137.35,138.6,137.85,82.5,143.4,137.85,+0.15 (0.11%) 1D,137.70,137.70,"46,89,763",64.65 Cr,151.45,123.95,"₹29,147Cr",11.02%,10.48,13.14,1.50,1.31%,9.15,96.11,1.26,2,Federal Bank Limited,1931,Mr. Shyam Srinivasan,FEDERALBNK,The Federal Bank Ltd.
205.8,209,207.35,100.05,259,207.35,+2.10 (1.02%) 1D,207.05,205.25,"79,035",1.64 Cr,246.30,164.20,₹845Cr,26.07%,20.23,10.14,4.73,0.64%,NA,47.69,1.55,10,Arihant Superstructures Limited,1983,Mr. Ashok Chhajer,ARIHANTSUP,Arihant Superstructures Ltd.
82.9,84.5,83.4,65.2,85.8,83.4,+0.70 (0.85%) 1D,83.10,82.70,"1,29,82,727",108 Cr,90.95,74.45,"₹1,16,783Cr",20.46%,18.51,4.47,0.85,10.16%,6.09,92.21,1.26,10,Indian Oil Corporation Limited,1959,NA,IOC,Indian Oil Corpn. Ltd.
462.05,469.95,468,180.2,592,468,+4.80 (1.04%) 1D,467.85,463.20,"30,034",1.41 Cr,555.80,370.60,"₹2,854Cr",23.22%,23.99,19.31,5.22,1.89%,20.90,88.76,0.12,10,Kewal Kiran Clothing Limited,1992,Mr. Hemant Jain,KKCL,Kewal Kiran Clothing Ltd.
28.3,28.85,28.5,17.89,34.9,28.5,+0.10 (0.35%) 1D,28.45,28.40,"55,43,114",15.80 Cr,34.05,22.75,"₹17,151Cr",3.71%,22.43,1.27,1.36,0.44%,10.31,215.64,1.28,1,IRB Infrastructure Developers Limited,1998,Mr. Virendra Mhaiskar,IRB,IRB Infrastructure Developers Ltd.
172,181.75,173.6,129.05,184.65,173.6,+9.00 (5.47%) 1D,172.00,164.60,"47,86,771",83.10 Cr,197.50,131.70,"₹2,348Cr",21.65%,18.03,9.13,3.00,4.86%,55.33,55.33,0.02,1,Bajaj Consumer Care Limited,2006,Mr. Jaideep Nandi,BAJAJCON,Bajaj Consumer Care Ltd.
4920.35,4975,4960,3789.85,4975,4960,+7.75 (0.16%) 1D,"4,952.25","4,952.25","1,29,885",64.42 Cr,"5,447.45","4,457.05","₹82,285Cr",11.82%,22.61,219.04,4.28,0.61%,25.53,1251.38,0.08,5,Dr Reddy's Laboratories Limited,1984,Mr. G. V. Prasad,DRREDDY,Dr. Reddy's Laboratories Ltd.
109,110.9,110.2,66.5,135.85,110.2,+1.30 (1.19%) 1D,109.40,108.90,"6,80,568",7.50 Cr,130.65,87.15,"₹3,782Cr",15.57%,10.07,10.81,1.74,0.92%,24.69,68.69,0.63,1,LT Foods Limited,1990,Mr. Vijay Arora,DAAWAT,LT Foods Ltd.
123.25,128.4,127.15,114.25,289.6,127.15,+3.10 (2.50%) 1D,124.00,124.05,"1,20,94,083",154 Cr,148.85,99.25,"₹35,385Cr",4.49%,1366.94,0.09,26.34,NA,25.80,4.78,0.67,1,FSN E-Commerce Ventures Ltd.,2012,Ms. Falguni Nayar,NYKAA,FSN E-Commerce Ventures Ltd.
360.7,366.65,362.9,182.65,399.75,362.9,+1.15 (0.32%) 1D,360.70,361.75,"29,787",1.08 Cr,434.10,289.40,"₹2,775Cr",17.09%,46.40,7.80,10.68,1.00%,27.63,37.79,NA,1,Shanthi Gears Limited,1972,NA,SHANTIGEAR,Shanthi Gears Ltd.
24120,24566.95,24485.95,17865.2,27049,24485.95,+227.40 (0.94%) 1D,"24,250.00","24,258.55","17,134",41.95 Cr,"26,684.40","21,832.70","₹87,527Cr",14.19%,62.42,388.62,5.01,0.28%,31.51,4978.06,0.16,10,Shree Cement Limited,1979,NA,SHREECEM,Shree Cement Ltd.
1355.3,1411,1381.75,1045,2288.8,1381.75,+15.10 (1.10%) 1D,"1,367.00","1,366.65","54,569",7.54 Cr,"1,639.95","1,093.35","₹2,679Cr",6.27%,104.80,13.04,6.39,0.11%,16.83,213.90,0.81,10,Astec Lifesciences Limited,1994,Mr. Ashok Hiremath,ASTEC,Astec Lifesciences Ltd.
790.6,818,811.5,410,886.45,811.5,+13.30 (1.67%) 1D,798.20,798.20,"1,03,282",8.38 Cr,957.80,638.60,"₹8,102Cr",26.36%,47.11,16.94,12.45,0.25%,41.88,93.23,0.59,10,Rainbow Children's Medicare,1998,Dr. Ramesh Kancharla,RAINBOW,Rainbow Children's Medicare Ltd.
782.1,799.7,797.2,655.7,1028.65,797.2,+10.50 (1.33%) 1D,782.10,786.70,"6,17,246",49.21 Cr,865.35,708.05,"₹74,431Cr",25.69%,33.10,23.77,7.57,0.32%,20.68,103.90,3.16,10,SBI Cards & Payment Services Limited,1998,Mr. Rama Amara,SBICARD,SBI Cards And Payment Services Ltd.
572,583.75,576,329.66,749,576,+0.90 (0.16%) 1D,580.00,575.10,"16,358",0.94 Cr,632.60,517.60,"₹6,484Cr",16.04%,105.59,5.45,21.38,NA,24.69,29.98,1.25,2,Hindustan Foods Limited,1984,Mr. Sameer Kothari,HNDFDS,Hindustan Foods Ltd.
442.1,452,447.45,353.1,740,447.45,+2.00 (0.45%) 1D,446.00,445.45,"2,62,438",11.74 Cr,534.50,356.40,"₹1,471Cr",16.90%,29.31,15.20,4.02,NA,14.60,121.53,0.23,10,Stove Kraft Limited,1999,Mr. Rajendra Gandhi,STOVEKRAFT,Stove Kraft Ltd.
915.1,928.45,924.5,725.95,1088.95,924.5,+1.00 (0.11%) 1D,923.50,923.50,"1,66,623",15.40 Cr,"1,015.85",831.15,"₹33,579Cr",10.58%,20.27,45.56,3.22,0.32%,NA,303.32,0.27,10,Oberoi Realty Limited,1998,Mr. Vikas Oberoi,OBEROIRLTY,Oberoi Realty Ltd.
1362.05,1382,1376.9,1130,3239.95,1376.9,+6.20 (0.45%) 1D,"1,373.00","1,370.70","1,09,432",15.07 Cr,"1,644.80","1,096.60","₹22,576Cr",18.55%,22.88,59.91,3.15,NA,25.53,464.58,0.00,1,Gland Pharma Limited,1978,Mr. Srinivasa Sadu,GLAND,Gland Pharma Ltd.
671.05,690.5,682.2,396.6,820,682.2,+7.45 (1.10%) 1D,671.05,674.75,"45,703",3.12 Cr,809.70,539.80,"₹7,399Cr",82.28%,64.26,10.50,35.91,0.33%,NA,18.79,11.53,5,Shoppers Stop Limited,1997,Mr. Venugopal Nair,SHOPERSTOP,Shoppers Stop Ltd.
436,441.7,441.1,185.55,477.45,441.1,+6.25 (1.44%) 1D,436.80,434.85,"64,976",2.87 Cr,521.80,347.90,"₹6,044Cr",25.11%,18.45,23.57,3.42,0.92%,12.27,138.24,0.55,5,Kirloskar Ferrous Industries Limited,1991,Mr. Ravindranath Gumaste,KIRLFER,Kirloskar Ferrous Industries Ltd.
112.75,115.9,113.75,70.3,120.35,113.75,+1.00 (0.89%) 1D,112.95,112.75,"6,33,555",7.21 Cr,135.30,90.20,"₹5,451Cr",8.80%,18.78,6.00,2.43,4.52%,12.61,46.72,0.04,10,Gujarat Pipavav Port Limited,1992,Mr. Jakob Sorensen,GPPL,Gujarat Pipavav Port Ltd.
158.6,162.45,159.5,137.3,179.55,159.5,+0.20 (0.13%) 1D,159.00,159.30,"1,69,131",2.70 Cr,191.15,127.45,"₹3,242Cr",15.20%,11.72,13.59,1.51,2.82%,12.27,108.39,NA,10,MOIL Limited,1962,Mr. Ajit Saxena,MOIL,MOIL Ltd.
613.85,625.3,624,527.15,716.85,624,+9.90 (1.61%) 1D,615.45,614.10,"4,63,410",28.92 Cr,675.50,552.70,"₹59,655Cr",22.80%,66.74,9.20,15.19,0.50%,16.83,42.21,0.40,1,Berger Paints India Limited,1923,Shri. Abhijit Roy,BERGEPAINT,Berger Paints India Ltd.
378.15,393.8,391.9,124.05,419.35,391.9,+15.45 (4.10%) 1D,378.40,376.45,"2,84,140",11.14 Cr,451.70,301.20,"₹5,449Cr",8.72%,16.93,22.23,2.62,1.00%,27.63,150.77,1.16,2,Kirloskar Oil Engines Limited,2009,Ms. Gauri Kirloskar,KIRLOSENG,Kirloskar Oil Engines Ltd.
314.05,332.4,331.65,272,373,331.65,+14.15 (4.46%) 1D,314.05,317.50,"2,11,208",7.00 Cr,381.00,254.00,"₹5,373Cr",29.99%,28.17,11.27,8.26,NA,21.41,43.96,0.22,10,Kfin Technologies,2017,Mr. Venkata Satya Naga Nadella,KFINTECH,KFin Technologies Ltd.
631.55,640,636.7,406.65,678.05,636.7,+3.15 (0.50%) 1D,634.00,633.55,"2,82,385",17.98 Cr,696.90,570.20,"₹8,436Cr",18.51%,13.54,46.80,2.31,0.47%,NA,273.89,7.82,2,Can Fin Homes Limited,1987,Shri. Suresh Iyer,CANFINHOME,Can Fin Homes Ltd.
829.5,850.45,833,698,1129.95,833,+0.95 (0.11%) 1D,835.95,832.05,"20,057",1.67 Cr,998.45,665.65,"₹3,371Cr",-7.17%,66.08,-0.86,5.20,NA,14.60,163.11,0.44,10,IFB Industries Limited,1974,Mr. Bikramjit Nag,IFBIND,IFB Industries Ltd.
171.55,176.9,176.05,67.03,181.5,176.05,+5.00 (2.92%) 1D,172.35,171.05,"3,57,560",6.29 Cr,205.25,136.85,"₹2,664Cr",14.16%,30.88,5.54,5.05,0.50%,27.25,35.63,0.13,2,TD Power Systems Limited,1999,Mr. Nikhil Kumar,TDPOWERSYS,TD Power Systems Ltd.
84.1,87.55,85,69.4,125.9,85,+0.95 (1.13%) 1D,84.50,84.05,"17,83,153",15.16 Cr,100.85,67.25,"₹1,901Cr",9.46%,9.05,9.29,0.92,1.19%,NA,94.93,0.42,1,Time Technoplast Limited,1989,Mr. Bharat Vageria,TIMETECHNO,Time Technoplast Ltd.
4472,4518.8,4497.5,4021.8,7328.75,4497.5,+13.20 (0.29%) 1D,"4,484.35","4,484.30","16,909",7.60 Cr,"5,381.15","3,587.45","₹13,749Cr",30.71%,23.29,192.58,14.33,0.20%,16.83,420.00,0.03,5,Fine Organic Industries Limited,2002,Mr. Mukesh Shah,FINEORG,Fine Organic Industries Ltd.
1169.35,1214.95,1196.1,955,2200,1196.1,+16.00 (1.36%) 1D,"1,214.95","1,180.10","1,982",0.24 Cr,"1,416.10",944.10,"₹1,083Cr",12.85%,32.48,36.33,2.95,NA,27.63,420.23,0.60,10,Shaily Engineering Plastics,1980,Mr. Amit Sanghvi,SHAILY,Shaily Engineering Plastics Ltd.
38.2,39.1,38.5,29.75,39.9,38.5,+0.30 (0.79%) 1D,38.35,38.20,"29,81,524",11.48 Cr,45.80,30.60,"₹11,195Cr",-163.16%,NA,NA,13702560.00,NA,12.27,NA,NA,10,Nmdc Steel,2015,NA,NSLNISP,NMDC Steel Ltd.
137.15,139.5,139.2,115.6,188.45,139.2,+2.05 (1.49%) 1D,137.15,137.15,"15,681",0.22 Cr,164.55,109.75,₹664Cr,9.23%,11.18,12.27,1.02,1.46%,10.31,137.65,1.04,2,The Indian Hume Pipe Company Limited,1926,Mr. Rajas Doshi,INDIANHUME,Indian Hume Pipe Company Ltd.
